年份,领域大类,关键词,论文标题,作者,论文链接,项目链接
2021,"并行与分布式系统,系统安全与隐私,数据库系统","拜占庭容错,数据库事务,分布式协议",Basil: Breaking up BFT with ACID (transactions),"Florian Suri-Payer, Cornell University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483552,https://github.com/fsuri/SOSP21_artifact_eval
2021,"并行与分布式系统,系统安全与隐私,数据中心系统,网络系统","区块链,拜占庭容错","BIDL: A High-throughput, Low-latency Permissioned Blockchain Framework for Datacenter Networks","Ji Qi, the University of Hong Kong; et al.",https://dl.acm.org/doi/10.1145/3477132.3483574,https://github.com/hku-systems/bidl
2021,"并行与分布式系统,网络系统","拜占庭容错,区块链",Kauri: Scalable BFT Consensus with Pipelined Tree-Based Dissemination and Aggregation,"Ray Neiheiser, U. Lisboa & UFSC/DAS; et al.",https://dl.acm.org/doi/10.1145/3477132.3483584,https://github.com/Raycoms/Kauri-Public
2021,"软件测试,程序语言与编译器","程序分析,并发安全,GPU",iGUARD: In-GPU Advanced Race Detection,"Aditya K. Kamath, Indian Institute of Science; et al.",https://dl.acm.org/doi/10.1145/3477132.3483545,https://github.com/csl-iisc/iGUARD
2021,"软件测试,系统安全与隐私,操作系统","程序分析,并发安全",Snowboard: Finding Kernel Concurrency Bugs through Systematic Inter-thread Communication Analysis,"Sishuai Gong, Purdue University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483549,https://github.com/rssys/snowboard
2021,"软件测试,系统安全与隐私,程序语言与编译器","程序分析,内存安全,Rust",Rudra: Finding Memory Safety Bugs in Rust at the Ecosystem Scale,"Yechan Bae, Georgia Institute of Technology; et al.",https://dl.acm.org/doi/10.1145/3477132.3483570,https://github.com/sslab-gatech/Rudra-Artifacts
2021,"软件测试,系统安全与隐私","程序分析,非易失性内存,崩溃一致性",Witcher: Systematic Crash Consistency Testing for Non-Volatile Memory Key-Value Stores,"Xinwei Fu, Virginia Tech; et al.",https://dl.acm.org/doi/10.1145/3477132.3483556,https://github.com/cosmoss-vt/witcher
2021,软件测试,程序分析,Understanding and Detecting Software Upgrade Failures in Distributed Systems,"Yongle Zhang, Purdue University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483577,https://github.com/zlab-purdue/ds-upgrade
2021,文件和存储系统,"崩溃一致性,SSD",Crash Consistent Non-Volatile Memory Express,"Xiaojian Liao, Tsinghua University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483592,https://github.com/thustorage/ccnvme
2021,数据库系统,数据库事务,Regular Sequential Serializability and Regular Sequential Consistency,"Jeffrey Helt, Princeton University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483566,https://github.com/jmhelt/tapir/tree/spanner
2021,数据库系统,"内存数据库,并发控制",Caracal: Contention Management with Deterministic Concurrency Control,"Dai Qin, University of Toronto; et al.",https://dl.acm.org/doi/10.1145/3477132.3483591,https://github.com/uoft-felis/felis
2021,"数据中心系统,操作系统",,"The Demikernel Library OS Architecture for Microsecond, Kernel-Bypass Datacenter Systems","Irene Zhang, Microsoft Research; et al.",https://dl.acm.org/doi/10.1145/3477132.3483569,https://github.com/demikernel/demikernel
2021,"文件和存储系统,数据中心系统","SSD,缓存系统,小文件存储",Kangaroo: Caching Billions of Tiny Objects on Flash,"Sara McAllister, Carnegie Mellon University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483568,https://github.com/saramcallister/Kangaroo
2021,文件和存储系统,"SSD,软硬件协同,时延优化",IODA: A Host/Device Co-Design for Strong Predictability Contract on Modern Flash Storage,"Huaicheng Li, University of Chicago and Carnegie Mellon University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483573,https://github.com/huaicheng/IODA-SOSP21-AE
2021,文件和存储系统,碎片管理,FragPicker: A New Defragmentation Tool for Modern Storage Devices,"Jonggyu Park, Sungkyunkwan University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483593,https://github.com/jonggyup/FragPicker
2021,大数据系统,"物联网,嵌入式",dSpace: Composable Abstractions for Smart Spaces,"Silvery Fu, UC Berkeley; et al.",https://dl.acm.org/doi/10.1145/3477132.3483559,https://github.com/digi-project/sosp21-artifact
2021,大数据系统,图计算,Random Walks on Huge Graphs at Cache Efficiency,"Ke Yang, Tsinghua University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483575,https://github.com/flashmobwalk/flashmob/tree/sosp21-ae
2021,"大数据系统,系统安全与隐私","差分隐私,图计算",Mycelium: Large-Scale Distributed Graph Queries with Differential Privacy,"Edo Roth, University of Pennsylvania; et al.",https://dl.acm.org/doi/10.1145/3477132.3483585,https://github.com/karannewatia/Mycelium
2021,"软件测试,系统安全与隐私",模糊测试,HEALER: Relation Learning Guided Kernel Fuzzing,"Hao Sun, Tsinghua University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483547,https://github.com/SunHao-0/healer
2021,机器学习系统,"DNN,SysforAI",Gradient Compression Supercharged High-Performance Data Parallel DNN Training,"Youhui Bai, University of Science and Technology of China; et al.",https://dl.acm.org/doi/10.1145/3477132.3483553,https://gitlab.com/hipress/hipress
2021,大数据系统,"非易失性内存,内存管理",HeMem: Scalable Tiered Memory Management for Big Data Applications and Real NVM,"Amanda Raybuck, the University of Texas at Austin; et al.",https://dl.acm.org/doi/10.1145/3477132.3483550,https://bitbucket.org/ajaustin/hemem/src/sosp-submission/
2021,程序语言与编译器,"非易失性内存,JVM",J-NVM: Off-heap Persistent Objects in Java,"Anatole Lefort, Télécom SudParis; et al.",https://dl.acm.org/doi/10.1145/3477132.3483579,https://github.com/jnvm-project/jnvm
2021,文件和存储系统,"非易失性内存,索引结构",PACTree: A High Performance Persistent Range Index Using PAC Guidelines,"Wook-Hee Kim, Virginia Tech; et al.",https://dl.acm.org/doi/10.1145/3477132.3483589,https://github.com/cosmoss-vt/pactree
2021,"文件和存储系统,并行与分布式系统",Replication,Exploiting Nil-Externality for Fast Replicated Storage,"Aishwarya Ganesan, VMware Research; et al.",https://dl.acm.org/doi/10.1145/3477132.3483543,https://bitbucket.org/aganesan4/skyros/
2021,"文件和存储系统,数据中心系统,并行与分布式系统",地理分布式系统,Geometric Partitioning: Explore the Boundary of Optimal Erasure Code Repair,"Yingdi Shan, Tsinghua University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483558,https://github.com/rcstor/rcstor
2021,"并行与分布式系统,形式化验证",Replication,Rabia: Simplifying State-Machine Replication Through Randomization,"Haochen Pan, University of Chicago; et al.",https://dl.acm.org/doi/10.1145/3477132.3483582,https://github.com/haochenpan/rabia/
2021,数据中心系统,"分离式内存,可编程网络",MIND: In-Network Memory Management for Disaggregated Data Centers,"Seung-seob Lee, Yale University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483561,https://github.com/shsym/mind
2021,数据中心系统,调度策略,Solving Large-Scale Granular Resource Allocation Problems Efficiently with POP,"Deepak Narayanan, Stanford University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483588,https://github.com/stanford-futuredata/POP
2021,"程序语言与编译器,大数据系统,并行与分布式系统",区块链,Forerunner: Constraint-based Speculative Transaction Execution for Ethereum,"Yang Chen, Microsoft Research; et al.",https://dl.acm.org/doi/10.1145/3477132.3483564,https://github.com/microsoft/Forerunner/
2021,数据中心系统,"时延优化,调度策略",When Idling is Ideal: Optimizing Tail-Latency for Highly-Dispersed Datacenter Workloads with Perséphone,"Henri Maxime Demoulin, University of Pennsylvania; et al.",https://dl.acm.org/doi/10.1145/3477132.3483571,https://github.com/maxdml/psp
2021,系统安全与隐私,"虚拟化,硬件虚拟化,软硬件系统",TwinVisor: Hardware-isolated Confidential Virtual Machines for ARM,"Dingji Li, Shanghai Jiao Tong University; et al.",https://dl.acm.org/doi/10.1145/3477132.3483554,https://github.com/TwinVisor/twinvisor-prototype
2021,系统安全与隐私,"ORAM,可信硬件",Snoopy: Surpassing the Scalability Bottleneck of Oblivious Storage,"Emma Dauterman, UC Berkeley; et al.",https://dl.acm.org/doi/10.1145/3477132.3483562,https://github.com/ucbrise/snoopy
2021,系统安全与隐私,PIR,Coeus: A system for oblivious document ranking and retrieval,"Ishtiyaque Ahmad, University of California, Santa Barbara; et al.",https://dl.acm.org/doi/10.1145/3477132.3483586,https://github.com/ishtiyaque/Coeus_artifact
2021,数据中心系统,"Serverless,数据库事务,并发安全",Boki: Stateful Serverless Computing with Shared Logs,"Zhipeng Jia, the University of Texas at Austin; et al.",https://dl.acm.org/doi/10.1145/3477132.3483541,https://github.com/ut-osa/boki-benchmarks
2021,"文件和存储系统,并行与分布式系统","可编程网络,分布式文件系统,硬件卸载,文件系统",LineFS: Efficient SmartNIC Offload of a Distributed File System with Pipeline Parallelism,"Jongyul Kim, KAIST; et al.",https://dl.acm.org/doi/10.1145/3477132.3483565,https://github.com/casys-kaist/LineFS
2021,网络系统,"可编程网络,硬件卸载,AIforSys",Automated SmartNIC Offloading Insights for Network Functions,"Yiming Qiu, Rice University, Houston; et al.",https://dl.acm.org/doi/10.1145/3477132.3483583,https://github.com/824728350/Clara
2021,"文件和存储系统,操作系统",单层存储,The Aurora Single Level Store Operating System,"Emil Tsalapatis,  University of Waterloo, Waterloo; et al.",https://dl.acm.org/doi/10.1145/3477132.3483563,https://rcs.uwaterloo.ca/aurora/
2021,文件和存储系统,"非易失性内存,文件系统,碎片管理",WineFS: a hugepage-aware file system for persistent memory that ages gracefully,"Rohan Kadekodi, University of Texas at Austin; et al.",https://dl.acm.org/doi/10.1145/3477132.3483567,https://github.com/rohankadekodi/WineFS
2021,文件和存储系统,"微内核,文件系统,时延优化",Scale and Performance in a Filesystem Semi-Microkernel,"Jing Liu, University of Wisconsin-Madison; et al.",https://dl.acm.org/doi/10.1145/3477132.3483581,https://research.cs.wisc.edu/adsl/Software/uFS/
2021,"形式化验证,系统安全与隐私",,Formal Verification of a Multiprocessor Hypervisor on Arm Relaxed Memory Hardware,"Runzhou Tao, Columbia University, New York; et al.",https://dl.acm.org/doi/10.1145/3477132.3483560,https://github.com/VeriGu/sosp-paper211-ae
2019,机器学习系统,"DNN,SysforAI,ML训练,加速器",PipeDream: Generalized Pipeline Parallelism for DNN Training,"Deepak Narayanan, Stanford University; et al.",https://dl.acm.org/authorize?N695015,https://github.com/msr-fiddle/pipedream
2019,"机器学习系统,并行与分布式系统","ML推理,SysforAI,DNN",Parity Models: Erasure-Coded Resilience for Prediction Serving Systems,"Jack Kosaian, Carnegie Mellon University; et al.",https://dl.acm.org/authorize?N695017,https://github.com/Thesys-lab/parity-models
2019,"机器学习系统,形式化验证","DNN,SysforAI",TASO: Optimizing Deep Learning Computation with Automated Generation of Graph Substitutions,"Zhihao Jia, Stanford University; et al.",https://dl.acm.org/authorize?N695018,https://github.com/jiazhihao/sosp19ae
2019,系统安全与隐私,"区块链,可信硬件",Teechain: A Secure Payment Network with Asynchronous Blockchain Access,"Joshua Lind, Imperial College London; et al.",https://dl.acm.org/authorize?N695019,https://github.com/lsds/Teechain
2019,软件测试,"模糊测试,文件系统",Finding Semantic Bugs in File Systems with an Extensible Fuzzing Framework,"Seulbae Kim, Georgia Institute of Technology; et al.",https://dl.acm.org/authorize?N695014,https://github.com/sslab-gatech/hydra
2019,软件测试,并发安全,Efficient and Scalable Thread-Safety Violation Detection --- Finding thousands of concurrency bugs during testing,"Guangpu Li, University of Chicago; et al.",https://dl.acm.org/authorize?N695025,https://github.com/SpectrumLi/TSVDExamples
2019,形式化验证,符号执行,Scaling Symbolic Evaluation for Automated Verification of Systems Code with Serval,"Luke Nelson, University of Washington; et al.",https://dl.acm.org/authorize?N695029,https://unsat.cs.washington.edu/projects/serval/
2019,形式化验证,"并发安全,崩溃一致性","Verifying Concurrent, Crash-safe Systems with Perennial","Tej Chajed, MIT CSAIL; et al.",https://dl.acm.org/authorize?N695020,https://github.com/mit-pdos/perennial/tree/master/artifact
2019,"形式化验证,网络系统","自动化证明,网络系统",Verifying Software Network Functions with No Verification Expertise,"Arseniy Zaostrovnykh, EPFL; et al",https://dl.acm.org/authorize?N695022,https://github.com/vigor-nf/vigor
2019,程序语言与编译器,程序优化,Optimizing Data-Intensive Computations in Existing Libraries with Split Annotations,"Shoumik Palkar, Stanford University; et al",https://dl.acm.org/authorize?N695023,https://github.com/weld-project/split-annotations
2019,"大数据系统,机器学习系统","DNN,GPU",Nexus: A GPU Cluster Engine for Accelerating DNN-Based Video Analysis,"Haichen Shen, Amazon Web Services; et al.",https://dl.acm.org/authorize?N695035,https://github.com/uwsampl/nexus
2019,并行与分布式系统,容错,Lineage Stash: Fault Tolerance Off the Critical Path,"Stephanie Wang, UC Berkeley; et al.",https://dl.acm.org/authorize?N695036,https://github.com/stephanie-wang/ray/tree/lineage-stash
2019,文件和存储系统,"文件系统,分布式文件系统",File Systems Unfit as Distributed Storage Backends: Lessons from 10 Years of Ceph Evolution,"Abutalib Aghayev, Carnegie Mellon University; et al.",https://dl.acm.org/authorize?N695037,https://github.com/mkuchnik/CephEvolution
2019,"形式化验证,并行与分布式系统",分布式协议,I4: Incremental Inference of Inductive Invariants for Verification of Distributed Protocols,"Haojun Ma, University of Michigan; et al.",https://dl.acm.org/authorize?N695038,https://github.com/GLaDOS-Michigan/I4
2019,并行与分布式系统,"Replication,容错,分布式协议",Aegean: Replication Beyond the Client-Server Model,"Remzi Can Aksoy, University of Michigan; et al.",https://dl.acm.org/authorize?N695039,https://github.com/GLaDOS-Michigan/Aegean
2019,"网络系统,数据中心系统",,Risk-based planning for evolving data-center networks,"Omid Alipourfard, Yale University; et al.",https://dl.acm.org/authorize?N695031,https://github.com/SiGe/Janus
2019,文件和存储系统,"非易失性内存,索引结构",Recipe: Converting Concurrent DRAM Indexes to Persistent-Memory Indexes,"Se Kwon Lee, University of Texas at Austin; et al.",https://dl.acm.org/authorize?N695034,https://github.com/utsaslab/RECIPE
2019,文件和存储系统,"非易失性内存,文件系统",SplitFS: Reducing Software Overhead in File Systems for Persistent Memory,"Rohan Kadekodi, University of Texas at Austin; et al.",https://dl.acm.org/authorize?N695046,https://github.com/utsaslab/SplitFS
2019,软件测试,,An Analysis of Performance Evolution of Linux's Core Operations,"Xiang (Jenny) Ren, University of Toronto; et al.",https://dl.acm.org/authorize?N695040,https://github.com/LinuxPerfStudy/LEBench
2019,程序语言与编译器,程序优化,ShortCut: Accelerating Mostly-Deterministic Code Regions,"Xianzheng Dou, University of Michigan; et al.",https://dl.acm.org/authorize?N695041,https://github.com/dozenow/shortcut
2019,并行与分布式系统,锁,Scalable and Practical Locking with Shuffling,"Sanidhya Kashyap, Georgia Tech; et al.",https://dl.acm.org/authorize?N695042,https://github.com/sslab-gatech/shfllock
2017,"软件测试,机器学习系统","DNN,SysforAI",DeepXplore: Automated Whitebox Testing of Deep Learning Systems,"Kexin Pei, Columbia University; et al.",https://dl.acm.org/authorize?N47145,https://github.com/peikexin9/deepxplore
2017,大数据系统,"性能调优,故障诊断",Monotasks: Architecting for Performance Clarity in Data Analytics Frameworks,"Kay Ousterhout, UC Berkeley; et al.",https://dl.acm.org/authorize?N47256,https://github.com/NetSys/spark-monotasks
2017,操作系统,"虚拟化,容器",My VM is Lighter (and Safer) than your Container,"Filipe Manco, NEC Europe Ltd.; et al.",https://dl.acm.org/authorize?N47258,https://github.com/sysml/lightvm
2017,操作系统,"嵌入式,物联网",Multiprogramming a 64 kB Computer Safely and Efficiently,"Amit Levy, Stanford University; et al.",https://dl.acm.org/authorize?N47259,https://github.com/tock/tock
2017,系统安全与隐私,"自动化证明,虚拟化,微内核",Hyperkernel: Push-Button Verification of an OS Kernel,"Luke Nelson, University of Washington; et al.",https://dl.acm.org/authorize?N47250,https://unsat.cs.washington.edu/projects/hyperkernel/
2017,形式化验证,"手动证明,文件系统,容错",Verifying a high-performance crash-safe file system using a tree specification,"Haogang Chen, Databricks; et al.",https://dl.acm.org/authorize?N47251,https://github.com/mit-pdos/fscq
2017,操作系统,"时延优化,网络系统",ZygOS: Achieving Low Tail Latency for Microsecond-scale Networked Tasks,"George Prekas, EPFL; et al.",https://dl.acm.org/authorize?N47254,https://github.com/ix-project/zygos
2017,并行与分布式系统,"锁,多核",ffwd: delegation is (much) faster than you think,"Sepideh Roghanchi, University of Illinois at Chicago; et al.",,https://github.com/bitslab/ffwd
2017,系统安全与隐私,"零知识证明,隐私通信",Atom: Horizontally Scaling Strong Anonymity,"Albert Kwon, MIT; et al.",https://dl.acm.org/authorize?N47269,https://github.com/kwonalbert/atom
2017,系统安全与隐私,隐私通信,Stadium: A Distributed Metadata-Private Messaging System,"Nirvan Tyagi, Cornell University; et al.",https://dl.acm.org/authorize?N47260,https://github.com/nirvantyagi/stadium
2017,系统安全与隐私,可信硬件,Prochlo: Strong Privacy for Analytics in the Crowd,"Andrea Bittau, Google Brain; et al.",https://dl.acm.org/authorize?N47261,https://github.com/google/prochlo
2017,文件和存储系统,,Strata: A Cross Media File System,"Youngjin Kwon, UT Austin; et al.",https://dl.acm.org/authorize?N47262,https://github.com/ut-osa/strata
2017,文件和存储系统,"内存数据库,LSM Tree",PebblesDB: Building Key-Value Stores using Fragmented Log-Structured Merge Trees,"Pandian Raju, University of Texas at Austin; et al.",https://dl.acm.org/authorize?N47264,https://github.com/utsaslab/pebblesdb
2017,操作系统,内存管理,Secure Page Fusion with VUsion,"Marco Oliverio, Vrije Universiteit Amsterdam and University of Calabria; et al.",https://dl.acm.org/authorize?N47276,https://www.vusec.net/projects/vusion/
2017,软件测试,"故障诊断,分布式协议",Log20: Fully Automated Optimal Placement of Log Printing Statements under Specified Overhead Threshold,"Xu Zhao, University of Toronto; et al.",https://dl.acm.org/authorize?N47278,https://github.com/LogTwenty
2017,大数据系统,RDMA,Sub-millisecond Stateful Stream Querying over Fast-evolving Linked Data,"Yunhao Zhang, Shanghai Jiao Tong University; et al.",https://dl.acm.org/authorize?N47271,https://github.com/yhzhang0128/Wukong-S
2017,大数据系统,时序数据库,Low-Latency Analytics on Colossal Data Streams with SummaryStore,"Nitin Agrawal, Samsung Research; et al.",https://dl.acm.org/authorize?N47273,https://github.com/ayvee/summarystore
2015,形式化验证,"手动证明,内存数据库,拜占庭容错",IronFleet: Proving Practical Distributed Systems Correct,"Chris Hawblitzel, Microsoft Research; et al.",http://dl.acm.org/authorize?N93275,https://github.com/GLaDOS-Michigan/IronFleet
2015,形式化验证,,Using Crash Hoare Logic for Certifying the FSCQ File System,"Haogang Chen, MIT CSAIL; et al.",http://dl.acm.org/authorize?N93276,https://github.com/mit-pdos/fscq
2015,形式化验证,"文件系统,手动证明",SibylFS: formal specification and oracle-based testing for POSIX and real-world file systems,"Tom Ridge, University of Leicester; et al.",http://dl.acm.org/authorize?N93277,https://sibylfs.github.io/
2015,并行与分布式系统,RDMA,Fast In-memory Transaction Processing using RDMA and HTM,"Xingda Wei, Shanghai Jiao Tong University; et al.",http://dl.acm.org/authorize?N93270,https://ipads.se.sjtu.edu.cn/pub/projects/drtm#source_code
2015,并行与分布式系统,拜占庭容错,Paxos Made Transparent,"Heming Cui, University of Hong Kong and Columbia University; et al.",http://dl.acm.org/authorize?N93271,https://github.com/columbia/crane
2015,系统安全与隐私,"差分隐私,隐私通信",Vuvuzela: Scalable Private Messaging Resistant to Traffic Analysis,"Jelle van den Hooff, MIT CSAIL; et al.",http://dl.acm.org/authorize?N93273,https://github.com/vuvuzela/vuvuzela
2015,并行与分布式系统,"RCU,锁",Read-Log-Update: A Lightweight Synchronization Mechanism for Concurrent Programming,"Alexander Matveev, MIT; et al",http://dl.acm.org/authorize?N93285,https://github.com/rlu-sync/rlu
2015,软件测试,性能调优,COZ: Finding Code that Counts with Causal Profiling,"Charlie Curtsinger, Grinnell College; et al.",http://dl.acm.org/authorize?N93286,https://github.com/plasma-umass/coz
2015,网络系统,"数据库事务,Web,内存数据库",Yesquel: Scalable SQL storage for Web applications,"Marcos K. Aguilera, VMware Research Group; et al.",http://dl.acm.org/authorize?N93280,https://github.com/mkaguilera/yesquel
2015,并行与分布式系统,拜占庭容错,Building Consistent Transactions with Inconsistent Replication,"Irene Zhang, University of Washington; et al.",http://dl.acm.org/authorize?N93281,https://github.com/UWSysLab/tapir
2015,软件测试,"故障诊断,文件系统",Cross-checking Semantic Correctness: The Case of Finding File System Bugs,"Changwoo Min, Georgia Institute of Technology; et al.",http://dl.acm.org/authorize?N93297,https://github.com/sslab-gatech/juxta
2015,软件测试,"分布式协议,故障诊断",Pivot Tracing: Dynamic Causal Monitoring for Distributed Systems,"Jonathan Mace, Brown University; et al.",http://dl.acm.org/authorize?N93298,https://github.com/jfloff/pivot-tracing-docker
2015,大数据系统,图计算,Chaos: Scale-out Graph Processing from Secondary Storage,"Amitabha Roy, Intel; et al.",http://dl.acm.org/authorize?N93290,https://github.com/bindscha/chaos
2015,大数据系统,图计算,Arabesque: A System for Distributed Graph Mining,"Carlos H. C. Teixeira, Qatar Computing Research Institute; et al.",http://dl.acm.org/authorize?N93291,http://arabesque.qcri.org/index.html
2015,文件和存储系统,缓存系统,Opportunistic Storage Maintenance,"George Amvrosiadis, University of Toronto; et al.",http://dl.acm.org/authorize?N93293,https://github.com/gamvrosi/duet-sosp